Brand,Slug,Tagline,Color Token,Hex,Color Notes,Typo Token,Font,Size px,Typo Notes
Radiant Systems,radiant-systems,Operational Permanence,text.primary,#13343B,Primary text (Slate 900),type.h1,IBM Plex Sans,24.0,Page titles
Radiant Systems,radiant-systems,Operational Permanence,text.primary,#13343B,Primary text (Slate 900),type.h2,IBM Plex Sans,18.0,Section headers
Radiant Systems,radiant-systems,Operational Permanence,text.primary,#13343B,Primary text (Slate 900),type.body,IBM Plex Sans,14.0,Standard paragraphs
Radiant Systems,radiant-systems,Operational Permanence,text.primary,#13343B,Primary text (Slate 900),type.code,IBM Plex Mono,14.0,"CLI, logs, system data"
Radiant Systems,radiant-systems,Operational Permanence,text.primary,#13343B,Primary text (Slate 900),type.small,IBM Plex Sans,12.0,"Captions, metadata"
Radiant Systems,radiant-systems,Operational Permanence,text.primary,#13343B,Primary text (Slate 900),type.h3,IBM Plex Sans,11.0,"Overlines, labels"
Radiant Systems,radiant-systems,Operational Permanence,text.secondary,#626C71,"Secondary labels, metadata",type.h1,IBM Plex Sans,24.0,Page titles
Radiant Systems,radiant-systems,Operational Permanence,text.secondary,#626C71,"Secondary labels, metadata",type.h2,IBM Plex Sans,18.0,Section headers
Radiant Systems,radiant-systems,Operational Permanence,text.secondary,#626C71,"Secondary labels, metadata",type.body,IBM Plex Sans,14.0,Standard paragraphs
Radiant Systems,radiant-systems,Operational Permanence,text.secondary,#626C71,"Secondary labels, metadata",type.code,IBM Plex Mono,14.0,"CLI, logs, system data"
Radiant Systems,radiant-systems,Operational Permanence,text.secondary,#626C71,"Secondary labels, metadata",type.small,IBM Plex Sans,12.0,"Captions, metadata"
Radiant Systems,radiant-systems,Operational Permanence,text.secondary,#626C71,"Secondary labels, metadata",type.h3,IBM Plex Sans,11.0,"Overlines, labels"
Style System,style-system,"Live, Interactive, Always in Sync",brand.primary,#3B82F6,"Primary actions, highlights, key icons, brand identity",type.display,Inter,48.0,"Large hero text, major marketing headlines"
Style System,style-system,"Live, Interactive, Always in Sync",brand.primary,#3B82F6,"Primary actions, highlights, key icons, brand identity",type.h1,Inter,32.0,"Page titles, top-level headings"
Style System,style-system,"Live, Interactive, Always in Sync",brand.primary,#3B82F6,"Primary actions, highlights, key icons, brand identity",type.h2,Inter,24.0,"Section headers, major divisions"
Style System,style-system,"Live, Interactive, Always in Sync",brand.primary,#3B82F6,"Primary actions, highlights, key icons, brand identity",type.h3,Inter,20.0,"Subsection headers, card titles"
Style System,style-system,"Live, Interactive, Always in Sync",brand.primary,#3B82F6,"Primary actions, highlights, key icons, brand identity",type.h4,Inter,18.0,"Minor headings, list titles"
Style System,style-system,"Live, Interactive, Always in Sync",brand.primary,#3B82F6,"Primary actions, highlights, key icons, brand identity",type.body.large,Inter,18.0,"Lead paragraphs, emphasized content"
Style System,style-system,"Live, Interactive, Always in Sync",brand.primary,#3B82F6,"Primary actions, highlights, key icons, brand identity",type.body,Inter,16.0,"Standard paragraphs, UI labels, descriptions"
Style System,style-system,"Live, Interactive, Always in Sync",brand.primary,#3B82F6,"Primary actions, highlights, key icons, brand identity",type.button.large,Inter,16.0,"Large button labels, primary CTAs"
Style System,style-system,"Live, Interactive, Always in Sync",brand.primary,#3B82F6,"Primary actions, highlights, key icons, brand identity",type.body.small,Inter,14.0,"Secondary information, metadata"
Style System,style-system,"Live, Interactive, Always in Sync",brand.primary,#3B82F6,"Primary actions, highlights, key icons, brand identity",type.mono,JetBrains Mono,14.0,"Code snippets, token names, technical data"
Style System,style-system,"Live, Interactive, Always in Sync",brand.primary,#3B82F6,"Primary actions, highlights, key icons, brand identity",type.button,Inter,14.0,Standard button labels
Style System,style-system,"Live, Interactive, Always in Sync",brand.primary,#3B82F6,"Primary actions, highlights, key icons, brand identity",type.caption,Inter,12.0,"Tiny labels, legal text, timestamps"
Style System,style-system,"Live, Interactive, Always in Sync",brand.primary,#3B82F6,"Primary actions, highlights, key icons, brand identity",type.button.small,Inter,12.0,"Small button labels, compact CTAs"
Style System,style-system,"Live, Interactive, Always in Sync",brand.primary.light,#60A5FA,"Hover states, secondary accents, lighter emphasis",type.display,Inter,48.0,"Large hero text, major marketing headlines"
Style System,style-system,"Live, Interactive, Always in Sync",brand.primary.light,#60A5FA,"Hover states, secondary accents, lighter emphasis",type.h1,Inter,32.0,"Page titles, top-level headings"
Style System,style-system,"Live, Interactive, Always in Sync",brand.primary.light,#60A5FA,"Hover states, secondary accents, lighter emphasis",type.h2,Inter,24.0,"Section headers, major divisions"
Style System,style-system,"Live, Interactive, Always in Sync",brand.primary.light,#60A5FA,"Hover states, secondary accents, lighter emphasis",type.h3,Inter,20.0,"Subsection headers, card titles"
Style System,style-system,"Live, Interactive, Always in Sync",brand.primary.light,#60A5FA,"Hover states, secondary accents, lighter emphasis",type.h4,Inter,18.0,"Minor headings, list titles"
Style System,style-system,"Live, Interactive, Always in Sync",brand.primary.light,#60A5FA,"Hover states, secondary accents, lighter emphasis",type.body.large,Inter,18.0,"Lead paragraphs, emphasized content"
Style System,style-system,"Live, Interactive, Always in Sync",brand.primary.light,#60A5FA,"Hover states, secondary accents, lighter emphasis",type.body,Inter,16.0,"Standard paragraphs, UI labels, descriptions"
Style System,style-system,"Live, Interactive, Always in Sync",brand.primary.light,#60A5FA,"Hover states, secondary accents, lighter emphasis",type.button.large,Inter,16.0,"Large button labels, primary CTAs"
Style System,style-system,"Live, Interactive, Always in Sync",brand.primary.light,#60A5FA,"Hover states, secondary accents, lighter emphasis",type.body.small,Inter,14.0,"Secondary information, metadata"
Style System,style-system,"Live, Interactive, Always in Sync",brand.primary.light,#60A5FA,"Hover states, secondary accents, lighter emphasis",type.mono,JetBrains Mono,14.0,"Code snippets, token names, technical data"
Style System,style-system,"Live, Interactive, Always in Sync",brand.primary.light,#60A5FA,"Hover states, secondary accents, lighter emphasis",type.button,Inter,14.0,Standard button labels
Style System,style-system,"Live, Interactive, Always in Sync",brand.primary.light,#60A5FA,"Hover states, secondary accents, lighter emphasis",type.caption,Inter,12.0,"Tiny labels, legal text, timestamps"
Style System,style-system,"Live, Interactive, Always in Sync",brand.primary.light,#60A5FA,"Hover states, secondary accents, lighter emphasis",type.button.small,Inter,12.0,"Small button labels, compact CTAs"
Style System,style-system,"Live, Interactive, Always in Sync",accent.error,#EF4444,"Errors, critical alerts, destructive actions",type.display,Inter,48.0,"Large hero text, major marketing headlines"
Style System,style-system,"Live, Interactive, Always in Sync",accent.error,#EF4444,"Errors, critical alerts, destructive actions",type.h1,Inter,32.0,"Page titles, top-level headings"
Style System,style-system,"Live, Interactive, Always in Sync",accent.error,#EF4444,"Errors, critical alerts, destructive actions",type.h2,Inter,24.0,"Section headers, major divisions"
Style System,style-system,"Live, Interactive, Always in Sync",accent.error,#EF4444,"Errors, critical alerts, destructive actions",type.h3,Inter,20.0,"Subsection headers, card titles"
Style System,style-system,"Live, Interactive, Always in Sync",accent.error,#EF4444,"Errors, critical alerts, destructive actions",type.h4,Inter,18.0,"Minor headings, list titles"
Style System,style-system,"Live, Interactive, Always in Sync",accent.error,#EF4444,"Errors, critical alerts, destructive actions",type.body.large,Inter,18.0,"Lead paragraphs, emphasized content"
Style System,style-system,"Live, Interactive, Always in Sync",accent.error,#EF4444,"Errors, critical alerts, destructive actions",type.body,Inter,16.0,"Standard paragraphs, UI labels, descriptions"
Style System,style-system,"Live, Interactive, Always in Sync",accent.error,#EF4444,"Errors, critical alerts, destructive actions",type.button.large,Inter,16.0,"Large button labels, primary CTAs"
Style System,style-system,"Live, Interactive, Always in Sync",accent.error,#EF4444,"Errors, critical alerts, destructive actions",type.body.small,Inter,14.0,"Secondary information, metadata"
Style System,style-system,"Live, Interactive, Always in Sync",accent.error,#EF4444,"Errors, critical alerts, destructive actions",type.mono,JetBrains Mono,14.0,"Code snippets, token names, technical data"
Style System,style-system,"Live, Interactive, Always in Sync",accent.error,#EF4444,"Errors, critical alerts, destructive actions",type.button,Inter,14.0,Standard button labels
Style System,style-system,"Live, Interactive, Always in Sync",accent.error,#EF4444,"Errors, critical alerts, destructive actions",type.caption,Inter,12.0,"Tiny labels, legal text, timestamps"
Style System,style-system,"Live, Interactive, Always in Sync",accent.error,#EF4444,"Errors, critical alerts, destructive actions",type.button.small,Inter,12.0,"Small button labels, compact CTAs"
Style System,style-system,"Live, Interactive, Always in Sync",accent.success,#10B981,"Success states, confirmations, positive feedback",type.display,Inter,48.0,"Large hero text, major marketing headlines"
Style System,style-system,"Live, Interactive, Always in Sync",accent.success,#10B981,"Success states, confirmations, positive feedback",type.h1,Inter,32.0,"Page titles, top-level headings"
Style System,style-system,"Live, Interactive, Always in Sync",accent.success,#10B981,"Success states, confirmations, positive feedback",type.h2,Inter,24.0,"Section headers, major divisions"
Style System,style-system,"Live, Interactive, Always in Sync",accent.success,#10B981,"Success states, confirmations, positive feedback",type.h3,Inter,20.0,"Subsection headers, card titles"
Style System,style-system,"Live, Interactive, Always in Sync",accent.success,#10B981,"Success states, confirmations, positive feedback",type.h4,Inter,18.0,"Minor headings, list titles"
Style System,style-system,"Live, Interactive, Always in Sync",accent.success,#10B981,"Success states, confirmations, positive feedback",type.body.large,Inter,18.0,"Lead paragraphs, emphasized content"
Style System,style-system,"Live, Interactive, Always in Sync",accent.success,#10B981,"Success states, confirmations, positive feedback",type.body,Inter,16.0,"Standard paragraphs, UI labels, descriptions"
Style System,style-system,"Live, Interactive, Always in Sync",accent.success,#10B981,"Success states, confirmations, positive feedback",type.button.large,Inter,16.0,"Large button labels, primary CTAs"
Style System,style-system,"Live, Interactive, Always in Sync",accent.success,#10B981,"Success states, confirmations, positive feedback",type.body.small,Inter,14.0,"Secondary information, metadata"
Style System,style-system,"Live, Interactive, Always in Sync",accent.success,#10B981,"Success states, confirmations, positive feedback",type.mono,JetBrains Mono,14.0,"Code snippets, token names, technical data"
Style System,style-system,"Live, Interactive, Always in Sync",accent.success,#10B981,"Success states, confirmations, positive feedback",type.button,Inter,14.0,Standard button labels
Style System,style-system,"Live, Interactive, Always in Sync",accent.success,#10B981,"Success states, confirmations, positive feedback",type.caption,Inter,12.0,"Tiny labels, legal text, timestamps"
Style System,style-system,"Live, Interactive, Always in Sync",accent.success,#10B981,"Success states, confirmations, positive feedback",type.button.small,Inter,12.0,"Small button labels, compact CTAs"
Style System,style-system,"Live, Interactive, Always in Sync",accent.warning,#F59E0B,"Warnings, cautions, attention needed",type.display,Inter,48.0,"Large hero text, major marketing headlines"
Style System,style-system,"Live, Interactive, Always in Sync",accent.warning,#F59E0B,"Warnings, cautions, attention needed",type.h1,Inter,32.0,"Page titles, top-level headings"
Style System,style-system,"Live, Interactive, Always in Sync",accent.warning,#F59E0B,"Warnings, cautions, attention needed",type.h2,Inter,24.0,"Section headers, major divisions"
Style System,style-system,"Live, Interactive, Always in Sync",accent.warning,#F59E0B,"Warnings, cautions, attention needed",type.h3,Inter,20.0,"Subsection headers, card titles"
Style System,style-system,"Live, Interactive, Always in Sync",accent.warning,#F59E0B,"Warnings, cautions, attention needed",type.h4,Inter,18.0,"Minor headings, list titles"
Style System,style-system,"Live, Interactive, Always in Sync",accent.warning,#F59E0B,"Warnings, cautions, attention needed",type.body.large,Inter,18.0,"Lead paragraphs, emphasized content"
Style System,style-system,"Live, Interactive, Always in Sync",accent.warning,#F59E0B,"Warnings, cautions, attention needed",type.body,Inter,16.0,"Standard paragraphs, UI labels, descriptions"
Style System,style-system,"Live, Interactive, Always in Sync",accent.warning,#F59E0B,"Warnings, cautions, attention needed",type.button.large,Inter,16.0,"Large button labels, primary CTAs"
Style System,style-system,"Live, Interactive, Always in Sync",accent.warning,#F59E0B,"Warnings, cautions, attention needed",type.body.small,Inter,14.0,"Secondary information, metadata"
Style System,style-system,"Live, Interactive, Always in Sync",accent.warning,#F59E0B,"Warnings, cautions, attention needed",type.mono,JetBrains Mono,14.0,"Code snippets, token names, technical data"
Style System,style-system,"Live, Interactive, Always in Sync",accent.warning,#F59E0B,"Warnings, cautions, attention needed",type.button,Inter,14.0,Standard button labels
Style System,style-system,"Live, Interactive, Always in Sync",accent.warning,#F59E0B,"Warnings, cautions, attention needed",type.caption,Inter,12.0,"Tiny labels, legal text, timestamps"
Style System,style-system,"Live, Interactive, Always in Sync",accent.warning,#F59E0B,"Warnings, cautions, attention needed",type.button.small,Inter,12.0,"Small button labels, compact CTAs"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.100,#F3F4F6,"Subtle backgrounds, hover states",type.display,Inter,48.0,"Large hero text, major marketing headlines"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.100,#F3F4F6,"Subtle backgrounds, hover states",type.h1,Inter,32.0,"Page titles, top-level headings"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.100,#F3F4F6,"Subtle backgrounds, hover states",type.h2,Inter,24.0,"Section headers, major divisions"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.100,#F3F4F6,"Subtle backgrounds, hover states",type.h3,Inter,20.0,"Subsection headers, card titles"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.100,#F3F4F6,"Subtle backgrounds, hover states",type.h4,Inter,18.0,"Minor headings, list titles"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.100,#F3F4F6,"Subtle backgrounds, hover states",type.body.large,Inter,18.0,"Lead paragraphs, emphasized content"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.100,#F3F4F6,"Subtle backgrounds, hover states",type.body,Inter,16.0,"Standard paragraphs, UI labels, descriptions"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.100,#F3F4F6,"Subtle backgrounds, hover states",type.button.large,Inter,16.0,"Large button labels, primary CTAs"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.100,#F3F4F6,"Subtle backgrounds, hover states",type.body.small,Inter,14.0,"Secondary information, metadata"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.100,#F3F4F6,"Subtle backgrounds, hover states",type.mono,JetBrains Mono,14.0,"Code snippets, token names, technical data"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.100,#F3F4F6,"Subtle backgrounds, hover states",type.button,Inter,14.0,Standard button labels
Style System,style-system,"Live, Interactive, Always in Sync",neutral.100,#F3F4F6,"Subtle backgrounds, hover states",type.caption,Inter,12.0,"Tiny labels, legal text, timestamps"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.100,#F3F4F6,"Subtle backgrounds, hover states",type.button.small,Inter,12.0,"Small button labels, compact CTAs"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.200,#E5E7EB,"Light borders, subtle separators",type.display,Inter,48.0,"Large hero text, major marketing headlines"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.200,#E5E7EB,"Light borders, subtle separators",type.h1,Inter,32.0,"Page titles, top-level headings"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.200,#E5E7EB,"Light borders, subtle separators",type.h2,Inter,24.0,"Section headers, major divisions"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.200,#E5E7EB,"Light borders, subtle separators",type.h3,Inter,20.0,"Subsection headers, card titles"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.200,#E5E7EB,"Light borders, subtle separators",type.h4,Inter,18.0,"Minor headings, list titles"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.200,#E5E7EB,"Light borders, subtle separators",type.body.large,Inter,18.0,"Lead paragraphs, emphasized content"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.200,#E5E7EB,"Light borders, subtle separators",type.body,Inter,16.0,"Standard paragraphs, UI labels, descriptions"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.200,#E5E7EB,"Light borders, subtle separators",type.button.large,Inter,16.0,"Large button labels, primary CTAs"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.200,#E5E7EB,"Light borders, subtle separators",type.body.small,Inter,14.0,"Secondary information, metadata"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.200,#E5E7EB,"Light borders, subtle separators",type.mono,JetBrains Mono,14.0,"Code snippets, token names, technical data"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.200,#E5E7EB,"Light borders, subtle separators",type.button,Inter,14.0,Standard button labels
Style System,style-system,"Live, Interactive, Always in Sync",neutral.200,#E5E7EB,"Light borders, subtle separators",type.caption,Inter,12.0,"Tiny labels, legal text, timestamps"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.200,#E5E7EB,"Light borders, subtle separators",type.button.small,Inter,12.0,"Small button labels, compact CTAs"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.300,#D1D5DB,"Borders, dividers, inactive elements",type.display,Inter,48.0,"Large hero text, major marketing headlines"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.300,#D1D5DB,"Borders, dividers, inactive elements",type.h1,Inter,32.0,"Page titles, top-level headings"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.300,#D1D5DB,"Borders, dividers, inactive elements",type.h2,Inter,24.0,"Section headers, major divisions"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.300,#D1D5DB,"Borders, dividers, inactive elements",type.h3,Inter,20.0,"Subsection headers, card titles"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.300,#D1D5DB,"Borders, dividers, inactive elements",type.h4,Inter,18.0,"Minor headings, list titles"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.300,#D1D5DB,"Borders, dividers, inactive elements",type.body.large,Inter,18.0,"Lead paragraphs, emphasized content"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.300,#D1D5DB,"Borders, dividers, inactive elements",type.body,Inter,16.0,"Standard paragraphs, UI labels, descriptions"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.300,#D1D5DB,"Borders, dividers, inactive elements",type.button.large,Inter,16.0,"Large button labels, primary CTAs"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.300,#D1D5DB,"Borders, dividers, inactive elements",type.body.small,Inter,14.0,"Secondary information, metadata"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.300,#D1D5DB,"Borders, dividers, inactive elements",type.mono,JetBrains Mono,14.0,"Code snippets, token names, technical data"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.300,#D1D5DB,"Borders, dividers, inactive elements",type.button,Inter,14.0,Standard button labels
Style System,style-system,"Live, Interactive, Always in Sync",neutral.300,#D1D5DB,"Borders, dividers, inactive elements",type.caption,Inter,12.0,"Tiny labels, legal text, timestamps"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.300,#D1D5DB,"Borders, dividers, inactive elements",type.button.small,Inter,12.0,"Small button labels, compact CTAs"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.400,#9CA3AF,"Placeholder text, disabled states",type.display,Inter,48.0,"Large hero text, major marketing headlines"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.400,#9CA3AF,"Placeholder text, disabled states",type.h1,Inter,32.0,"Page titles, top-level headings"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.400,#9CA3AF,"Placeholder text, disabled states",type.h2,Inter,24.0,"Section headers, major divisions"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.400,#9CA3AF,"Placeholder text, disabled states",type.h3,Inter,20.0,"Subsection headers, card titles"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.400,#9CA3AF,"Placeholder text, disabled states",type.h4,Inter,18.0,"Minor headings, list titles"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.400,#9CA3AF,"Placeholder text, disabled states",type.body.large,Inter,18.0,"Lead paragraphs, emphasized content"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.400,#9CA3AF,"Placeholder text, disabled states",type.body,Inter,16.0,"Standard paragraphs, UI labels, descriptions"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.400,#9CA3AF,"Placeholder text, disabled states",type.button.large,Inter,16.0,"Large button labels, primary CTAs"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.400,#9CA3AF,"Placeholder text, disabled states",type.body.small,Inter,14.0,"Secondary information, metadata"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.400,#9CA3AF,"Placeholder text, disabled states",type.mono,JetBrains Mono,14.0,"Code snippets, token names, technical data"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.400,#9CA3AF,"Placeholder text, disabled states",type.button,Inter,14.0,Standard button labels
Style System,style-system,"Live, Interactive, Always in Sync",neutral.400,#9CA3AF,"Placeholder text, disabled states",type.caption,Inter,12.0,"Tiny labels, legal text, timestamps"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.400,#9CA3AF,"Placeholder text, disabled states",type.button.small,Inter,12.0,"Small button labels, compact CTAs"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.50,#F9FAFB,"Light backgrounds, card surfaces, page base",type.display,Inter,48.0,"Large hero text, major marketing headlines"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.50,#F9FAFB,"Light backgrounds, card surfaces, page base",type.h1,Inter,32.0,"Page titles, top-level headings"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.50,#F9FAFB,"Light backgrounds, card surfaces, page base",type.h2,Inter,24.0,"Section headers, major divisions"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.50,#F9FAFB,"Light backgrounds, card surfaces, page base",type.h3,Inter,20.0,"Subsection headers, card titles"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.50,#F9FAFB,"Light backgrounds, card surfaces, page base",type.h4,Inter,18.0,"Minor headings, list titles"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.50,#F9FAFB,"Light backgrounds, card surfaces, page base",type.body.large,Inter,18.0,"Lead paragraphs, emphasized content"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.50,#F9FAFB,"Light backgrounds, card surfaces, page base",type.body,Inter,16.0,"Standard paragraphs, UI labels, descriptions"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.50,#F9FAFB,"Light backgrounds, card surfaces, page base",type.button.large,Inter,16.0,"Large button labels, primary CTAs"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.50,#F9FAFB,"Light backgrounds, card surfaces, page base",type.body.small,Inter,14.0,"Secondary information, metadata"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.50,#F9FAFB,"Light backgrounds, card surfaces, page base",type.mono,JetBrains Mono,14.0,"Code snippets, token names, technical data"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.50,#F9FAFB,"Light backgrounds, card surfaces, page base",type.button,Inter,14.0,Standard button labels
Style System,style-system,"Live, Interactive, Always in Sync",neutral.50,#F9FAFB,"Light backgrounds, card surfaces, page base",type.caption,Inter,12.0,"Tiny labels, legal text, timestamps"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.50,#F9FAFB,"Light backgrounds, card surfaces, page base",type.button.small,Inter,12.0,"Small button labels, compact CTAs"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.500,#6B7280,"Secondary text, icon defaults, muted content",type.display,Inter,48.0,"Large hero text, major marketing headlines"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.500,#6B7280,"Secondary text, icon defaults, muted content",type.h1,Inter,32.0,"Page titles, top-level headings"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.500,#6B7280,"Secondary text, icon defaults, muted content",type.h2,Inter,24.0,"Section headers, major divisions"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.500,#6B7280,"Secondary text, icon defaults, muted content",type.h3,Inter,20.0,"Subsection headers, card titles"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.500,#6B7280,"Secondary text, icon defaults, muted content",type.h4,Inter,18.0,"Minor headings, list titles"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.500,#6B7280,"Secondary text, icon defaults, muted content",type.body.large,Inter,18.0,"Lead paragraphs, emphasized content"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.500,#6B7280,"Secondary text, icon defaults, muted content",type.body,Inter,16.0,"Standard paragraphs, UI labels, descriptions"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.500,#6B7280,"Secondary text, icon defaults, muted content",type.button.large,Inter,16.0,"Large button labels, primary CTAs"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.500,#6B7280,"Secondary text, icon defaults, muted content",type.body.small,Inter,14.0,"Secondary information, metadata"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.500,#6B7280,"Secondary text, icon defaults, muted content",type.mono,JetBrains Mono,14.0,"Code snippets, token names, technical data"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.500,#6B7280,"Secondary text, icon defaults, muted content",type.button,Inter,14.0,Standard button labels
Style System,style-system,"Live, Interactive, Always in Sync",neutral.500,#6B7280,"Secondary text, icon defaults, muted content",type.caption,Inter,12.0,"Tiny labels, legal text, timestamps"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.500,#6B7280,"Secondary text, icon defaults, muted content",type.button.small,Inter,12.0,"Small button labels, compact CTAs"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.600,#4B5563,"Tertiary text, subtle headings",type.display,Inter,48.0,"Large hero text, major marketing headlines"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.600,#4B5563,"Tertiary text, subtle headings",type.h1,Inter,32.0,"Page titles, top-level headings"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.600,#4B5563,"Tertiary text, subtle headings",type.h2,Inter,24.0,"Section headers, major divisions"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.600,#4B5563,"Tertiary text, subtle headings",type.h3,Inter,20.0,"Subsection headers, card titles"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.600,#4B5563,"Tertiary text, subtle headings",type.h4,Inter,18.0,"Minor headings, list titles"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.600,#4B5563,"Tertiary text, subtle headings",type.body.large,Inter,18.0,"Lead paragraphs, emphasized content"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.600,#4B5563,"Tertiary text, subtle headings",type.body,Inter,16.0,"Standard paragraphs, UI labels, descriptions"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.600,#4B5563,"Tertiary text, subtle headings",type.button.large,Inter,16.0,"Large button labels, primary CTAs"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.600,#4B5563,"Tertiary text, subtle headings",type.body.small,Inter,14.0,"Secondary information, metadata"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.600,#4B5563,"Tertiary text, subtle headings",type.mono,JetBrains Mono,14.0,"Code snippets, token names, technical data"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.600,#4B5563,"Tertiary text, subtle headings",type.button,Inter,14.0,Standard button labels
Style System,style-system,"Live, Interactive, Always in Sync",neutral.600,#4B5563,"Tertiary text, subtle headings",type.caption,Inter,12.0,"Tiny labels, legal text, timestamps"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.600,#4B5563,"Tertiary text, subtle headings",type.button.small,Inter,12.0,"Small button labels, compact CTAs"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.700,#374151,"Secondary headings, medium emphasis",type.display,Inter,48.0,"Large hero text, major marketing headlines"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.700,#374151,"Secondary headings, medium emphasis",type.h1,Inter,32.0,"Page titles, top-level headings"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.700,#374151,"Secondary headings, medium emphasis",type.h2,Inter,24.0,"Section headers, major divisions"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.700,#374151,"Secondary headings, medium emphasis",type.h3,Inter,20.0,"Subsection headers, card titles"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.700,#374151,"Secondary headings, medium emphasis",type.h4,Inter,18.0,"Minor headings, list titles"
Style System,style-system,"Live, Interactive, Always in Sync",neutral.700,#374151,"Secondary headings, medium emphasis",type.body.large,Inter,18.0,"Lead paragraphs, emphasized content"
